,color,company,heat,ingredients,link,name,pour,site,smell,taste,taste_rating,taste_rating_max,heat_rating,heat_rating_max
69,,," A very mild wing sauce that the entire family could enjoy.  I would give this sauce a 2/10 on heat, as it gives you that classic mild buffalo heat.  ",": Pure Raw Honey, Aged Red Cayenne Pepper Puree, Distilled White Vinegar, Salt, Natural Flavors (Extractives of Garlic, Tabasco Pepper). This product is Gluten-Free and All-Natural. ",https://www.instagram.com/p/BON7wR0AUG8/,,": You do not pour this sauce, you spray it!  Perfect for the Grill! ",": www.zachswingsauce.com Tile: Sweet Heat Wing Sauce Company: Zach’s Wing Sauce Description: A heaping helping of the warm, cinnamon-tinged sweetness of raw clover honey, coupled with the unadulterated heat of fermented cayenne peppers, Sweet Heat starts out on the lips and envelopes the mouth with a satisfying, long-lasting tingle. Ingredients: Pure Raw Honey, Aged Red Cayenne Pepper Puree, Distilled White Vinegar, Salt, Natural Flavors (Extractives of Garlic, Tabasco Pepper). This product is Gluten-Free and All-Natural. Smell: A heavy vinegar smell which you could expect for a wing sauce, but then you get this big whiff of the Honey as you get those super sweet honey floral notes along with the kick of the aged cayenne peppers, along with a hint of a garlicish undertone in the background. Pour: You do not pour this sauce, you spray it!  Perfect for the Grill! Taste: This is a fantastic wing sauce, right away into the first bite of the wing, (This sauce had to be reviewed on wings because there was a freaking spray bottle!), You get this beautiful sweet honey that hits your lips and tongue, and then as soon as you swallow the sauce you get hit with the Cayenne peppers as they give you that classic wing sauce heat that you would expect.  This sauce is extremely simple but it delivers a powerful and satisfying taste that creates the perfect combination of sweet and spicy without overbearing the sweetness.  The Vinegar is heavily present as you would expect from a wing sauce.  This would be great on anything grilled, including wings, burgers, pulled pork, ribs and more.  I would give this sauce a solid 8.5/10 on flavor, it would be a 9 if there was just a little bit more uniqueness but still fantastic. Heat: A very mild wing sauce that the entire family could enjoy.  I would give this sauce a 2/10 on heat, as it gives you that classic mild buffalo heat.  #hotsauce #hotsauceinmybag #hotsauceoneverything #hotsauces #wingsauce #buffalowings #honey #honeywings #sweetheat #spraybottle #chilihead #chiliheads #peppersauce #grilledwings  #hotwings #spicywings #hotones #bbqfood #unique #chilisauce #spicyfood #buffalosauce #hotsaucereview #zachswingsauce",": A heavy vinegar smell which you could expect for a wing sauce, but then you get this big whiff of the Honey as you get those super sweet honey floral notes along with the kick of the aged cayenne peppers, along with a hint of a garlicish undertone in the background. ",": This is a fantastic wing sauce, right away into the first bite of the wing, (This sauce had to be reviewed on wings because there was a freaking spray bottle!), You get this beautiful sweet honey that hits your lips and tongue, and then as soon as you swallow the sauce you get hit with the Cayenne peppers as they give you that classic wing sauce heat that you would expect.  This sauce is extremely simple but it delivers a powerful and satisfying taste that creates the perfect combination of sweet and spicy without overbearing the sweetness.  The Vinegar is heavily present as you would expect from a wing sauce.  This would be great on anything grilled, including wings, burgers, pulled pork, ribs and more.  I would give this sauce a solid 8.5/10 on flavor, it would be a 9 if there was just a little bit more uniqueness but still fantastic. ",8.5,10.0,2.0,10.0
70,,: Island Riot Sauces , This is an extremely mild sauce and can be enjoyed by everyone.  The hottest pepper is the Serrano chili as it gives a light mouth burn.  I would give this sauce a 2/10 on heat.  ,": Shishito, Tomatillo, Serrano Peppers, Lime Juice, Water, Vinegar, Cilantro, Salt, Onion, Citric Acid, Xanthan Gum. ",https://www.instagram.com/p/BOFtNUQgaAf/,: Hapachino ,": A chunky and thick sauce, without a doubt the chunkiest out of the entire Island Riot sauce line-up. ",: www.islandriot.com ,": A very earthy aroma, as the shishito peppers help to add a bit of sweetness along with a smoky and citrus note.  The tomatillos stand out in the sauce giving it a strong Salsa Verde vibe, along with the Serrano peppers to add a earthier flavor to the sauce.  I do not smell the vinegar, but the Cilantro and Onion are present in the background. ",": This is an above average green sauce, as you get this amazing earthy flavor right away from the shishito peppers, tomatillo’s and serrano peppers, as they give this earthy sort of grassy (in a good way) flavor along with a hint of a citrus sweetness to help balance itself out.  I found the lime juice to be a bit on the strong side, but if there was a little less it would be perfect.  The Vinegar is present but not over bearing, and the Cilantro and Onion help to give the sauce a body and give a savory note.  This would be a fantastic breakfast burrito sauce, or for breakfast food in general, along with some fish dishes.  This would be a great dip for shrimp.  I would give this sauce a 7.5/10 on flavor. ",7.5,10.0,2.0,10.0
71,,: Corine’s Cuisine ," This sauce has the most heat out of Corine’s Line-up, and will give you a perfect scotch bonnet tongue burn that lingers for a while.  I would give this a 6/10 on heat. 
",": Scotch Bonnet Peppers, Shallots, Apple Cider Vinegar, Extra Virgin Olive Oil, Garlic, Kosher Salt, Turmeric, Natural Vegetable Gum. ",https://www.instagram.com/p/BN77sEPAS-R/,: Sauce #23 A Classic Caribbean Fiery- Hot Sauce ,": The jar is the perfect device for carrying such a thick and chunky sauce, this stuff would be impossible to get out of a bottle. Grab a spoon!  ",: www.corinescuisine.com ,":  The first thing I smell out of the jar is going to be the Extra Virgin Olive Oil, but right behind it you get the Scotch Bonnet peppers as they add a hint of fruity sweetness to it, bringing a tropical vibe to the sauce.  The shallots come into play in the middle ground to add an extra emmph…! To the sauce, light hint of garlic in the background. ",": This is a brilliant sauce, as you initially taste the olive oil but it quickly subsides as the flavor of the Scotch bonnet peppers pop and are the majority of the flavor of this sauce.  This is an extreme pepper forward sauce which is brilliant.  You get that sweet fruity and tropical bonnet flavor that matches with the robust flavor of the shallots very well, and work well with the olive oil and apple cider vinegar.  The apple cider vinegar was the best option in terms of vinegar for this sauce because it matches the flavor profile well.  I do get light hints of the garlic in the back of the throat after the sauce has subsided.  This would be great on Caribbean food, ontop of steak, and especially pork.  This is a true gourmet pepper sauce, giving it a strong 9.5/10 on flavor. ",9.5,10.0,6.0,10.0
72,,: Chiporro Sauce Co. , This is a mild sauce as you will get a very light throat burn.  I would give this a 3/10 on heat.  ,": Aji Amarillo Peppers, Onion, Garlic, Vinegar, Huacatay, Spices, This product is Gluten-Free and All-Natural. ",https://www.instagram.com/p/BN2bynNgU8y/,: Uchu Hot ,": A nice texture, a thick consistency but not chunky.  I love the color of the sauce, and you can really see the all-natural ingredients in the sauce. ",: www.chiporro.com ,": This sauce has such a complex aroma for such a small ingredient list.  You can smell the Aji Amarillo Peppers in the forefront as they give off that fruity berry like scent to it, along with thee Huacatay to balance the tangy pepper aroma with a subtler herb scent.  The onion and garlic pop in this sauce but do not overly extend themselves, it creates a perfect balance.  There are some other spices in the background but I cannot recall what they could be, possibly some floral spice. ",": A solid sauce, it’s a very smooth sauce as you get this beautiful tang from the sauce during the entire flavor journey.  The Aji Amarillo Peppers have a bright fruity flavor that pops and creates a unique pepper sauce.  The Huacatay also creates a unique balance as it gives off a tad bit of a minty and floral vibe to coincide with the fruity Amarillo pepper.  The onion and garlic lurk in the middle ground and background along with the spices.  The vinegar is barely noticeable.  This is a solid sauce and would be great for a chicken marinade, on top of a burger, pizza or anything else that would work well with a unique pepper sauce.  I would give this sauce a solid 8/10 on flavor, as it’s a truly gourmet hot sauce, it just lacks a little bit more of a pow. ",8.0,10.0,3.0,10.0
73,,: Seafire Gourmet ," This is a slightly above average heat in my opinion, as you are going to get a solid tongue burn that lingers for a while, along with an entire mouth burn.  I believe anyone could enjoy the heat of this sauce.  I would give this a 5.3/10 on heat. ",": Garlic, Habanero Chili, Carrot, Vinegar, Orange Juice, Brown Sugar, Honey, Sea Salt, Onion Powder, Xantham Gum.  This product is All Natural and No Preservatives. ",https://www.instagram.com/p/BNp7xvTgRnm/,: Classic Habanero ,": A very chunky and thick consistency, you can really see the chunks of garlic, pepper, and carrot in the sauce.  It has a nice light yellow color. ",: www.davezfoodz.com ,": Very garlic heavy, the garlic has such a strong and potent smell that it masks the smell of mostly everything else.  I can pick up a bit of the fruitiness of the habanero chili and orange juice. It does have a pleasant aroma. ",": This is a very flavorful sauce, and is extremely garlic heavy.  If you love garlic, and a nice thick consistency sauce.  This stuff is going to blow you away. Throughout the flavor journey you get the garlic from start to finish.  Since this sauce is so thick, you are really going to taste this sauce on the dishes you apply it too.  This sauce has an earthy and savory flavor with a tiny little hint of sweetness.  The habanero chili adds a hint of sweetness but gives off an earthy undertone.  The carrot adds some flavor and body to the sauce, adding to the thickness and the earthy texture.  The vinegar is present but not extremely noticeable because it becomes masked by the acidic orange juice.  The brown sugar and honey compliments the sauce without making it overly sweet and the onion powder lurks in the undertone.  This sauce would be a great marinade on grilled meats, along with being topped on burgers, and eggs. I would give this a solid 8.5/10. ",8.5,10.0,5.3,10.0
74,,: Red Sky Spice Traders ," This sauce is hot and has a bite to it, because both Ghost peppers and Habanero peppers are used in the sauce.  Doing a whole spoonful, I got what I would call “The perfect burn” for me, as it was enjoyable but not uncomfortable. I would rate this a 6.5/10 on heat.  ",": Yellow Onion, Distilled White Vinegar, Tomatoes, Carrots, Garlic, Habanero Pepper, Ghost Pepper, Sea Salt, Ground Paprika, Thyme ",https://www.instagram.com/p/BNhsvjGgUF6/,: Kraken Ghost & Habanero Pepper Sauce ,": A chunky sauce with a beautiful color and consistency.  This is what I define as the perfect chunky hot sauce, because it’s not too chunky but not too thin. ",: www.redskyspicetraders.com ,": The first thing I smell is the combination of the habanero peppers and ghost peppers which give off lovely aroma.  You get the sweet fruitiness of the habanero along with the combination of the Smokey and fruitiness of the Ghost.  Then you get tons of yellow onion, and tomato on the side, along with the spices and garlic in the background.  I do not smell the vinegar which is great. ",": HOMERUN, Holy cow!  This is a flavor orgasm!  Even with the chunky consistency, as soon as it hits your tongue it turns into this creamy and smooth sauce.  Right out of the gate you get the combination of the Ghost pepper and habanero giving you this perfect sweet and lightly smoky combo that works well mixed with the yellow onion and tomato.  The tomato helps to round the sauce out and give it a nice smooth finish.  The carrots help build the body of the sauce, and the Garlic, Paprika, and Thyme give a bit more flavor and help to end the journey.  This is a fantastic pepper sauce, and I am sure it won’t last more than a week in my fridge.  This sauce would work well with anything.  A perfect table sauce!  Strong 10/10 on flavor. ",10.0,10.0,6.5,10.0
75,,: Fuego Azteca ," The heat pops from the red habanero chili paste, as there is a good number of red habaneros in there that pack a punch.  I would give this a 6/10 on heat.  ",": water, red aji habanero chili paste, papaya, white vinegar, onion, garlic, oil, citric acid, sugar, xanthan gum, potassium sorbate ",https://www.instagram.com/p/BNXoqTqgaOr/,: Red Habanero Aji and Papaya Sauce ,": A liquidous sauce, no chunks.  You can see some strands of the red habanero in the sauce but pours out easily.  The Xantham gum thickens the sauce up a little bit to add some durability to the sauce. ",: www.facebook.com/FuegoAzteca ,": The first thing you can smell is the red aji habanero pepper as they give off that smoky and a bit fruity vibe from the pepper.  The next thing I smell is the papaya as it gives off that super distinct musky fruit smell, along with the onion and garlic to add some flavor and muscle to the sauce.  I do smell the vinegar as well and it is not super potent but it is there. ",": I am a bit confused in terms of peppers, because if this is an Aji Habanero then this sauce should be less hot and smokier, but I taste red habaneros purely.  This sauce is going to be the quintessential Spanish food sauce, as this sauce packs a bunch as the red habaneros give off a super fruity and sweet vibe along with a hint of smokiness.  The papaya adds to the fruitiness initially when you first taste the sauce and then quickly fades into the background.  The onion and garlic help to balance the sauce and create more flavors.  The vinegar is present but not overwhelming. This sauce would absolutely destroy tacos, burritos, or any Spanish dish that requires a vinegar based hot sauce.  I would give this a solid 8/10 on flavor.  I feel like it just needs a bit less vinegar, and a bit more of a pop, but still a delicious table sauce. ",8.0,10.0,6.0,10.0
76,,: BurningSweets ," This candy is packed with Ghost pepper but the sugar and flavor of the pineapple helps to lower the standard of the heat, but boy does this stuff burn your mouth and lingers for a while.  This stuff is for someone who enjoys spicy stuff in their everyday life and is used to hot sauce in at the very least, the habanero range.  I would give this a 6.8/10 on heat.  ",,https://www.instagram.com/p/BNP3TGbgj-e/,: The Rough: Bhut Jolokia and Pineapple Flavor ,,: www.burningsweets.dk ,: Not a strong scent which can be expected from a hard candy but you can smell the ghost pepper a bit and a very light note of a sweet pineapple but nothing too strong or overpowering. ,": Right out of the water you get an extremely sweet and lovely pineapple hard candy.  The pineapple tastes authentic and real, as if you were drinking a cup of pineapple juice with a bit more sugar added to it.  The ghost pepper is a truly unique pepper because it has a slow and scary burn, you start off feeling like “Oh this is not so bad” but then it builds and builds until you get that endorphin rush you would expect from a ghost pepper.  The candy is not that bad until you get to the core, then you get hit with the taste of the smoky and semi-sweet tang of the ghost pepper that mixes with the pineapple to give you a unique flavor experience.  This is the perfect lower tier candy for a chili head who is just starting out, because anything hotter than this would be extremely uncomfortable for a beginner chill head, but this burn is pleasant, but not for the faint of heart.  This is a great hard candy for the chili head in your life or for yourself!  I am going to give this a 9/10 on flavor as I enjoy it slightly more than The Gentle. ",9.0,10.0,6.8,10.0
77,,: Heatseekrs ,,,https://www.instagram.com/p/BNFlDH_A7X0/,: Heatseekrs Hot Sauce Subscription Service ,,: www.heatseekrs.com ,,,,,,
78,,: PexPeppers , The sauce is PACKED with Reaper Peppers which are the Guinness World Record hottest pepper currently.  Just a half spoonful of this stuff will give you an endorphin rush. 10/10 on heat as this is truly a chili head hot sauce and not for the faint of heart.  ,": Reaper Peppers, Vinegar, Pineapple, Wildflower Honey ",https://www.instagram.com/p/BM9ya0rA-ak/,: Painapple Pineapple Reaper Hot Sauce ,": A very smooth and silky pour, no chunks but you can see strands of pepper and pineapple along with some seeds. ",,": The initial smell is like being hit in the face, you get smacked by the aroma of the reaper peppers, as this is a total reaper pepper forward sauce you can expect to smell the reapers in the forefront as they give off that super sweet and fruity smell that you would expect from a reaper, but to add to the sweetness you get the Pineapple which is also noticeable in the smell as you get that citrusy sweet tropical scent, along with a touch of honey notes lurking in the background. ",": BAM HOLY HELL… You get hit with the pineapple sweetness for about a second before you are destroyed by the Reaper.  I can barely even type the review; this is a true Super-Hot Sauce…  Doing a whole spoonful of this stuff, takes your breath away but my god is it delicious.  The pineapple expands on the flavor of the reaper, since the reaper is so sweet and fruity, the pineapple helps to round it out. As you swallow the sauce you pick up the honey. This is a delicious sauce and is by far my favorite Pizza hot sauce, and I believe it would also go great on thanksgiving ham, or anything your heart desires.  Very versatile sauce.  I would give this a 10/10 on flavor as this is by far one of my favorite pepper forward super-hot sauce. ",10.0,10.0,10.0,10.0
79,,,,,https://www.instagram.com/p/BM4Y12gARk5/,,,": https://heathotsauce.com/collections/gift-sets/products/hotsaucereviews-gift-set.  Have you ever wanted a gift set that I completely recommend?  Well now is the chance to purchase the @hotsaucereviews Gift Set from @heathotsauceshop .  Here is the description: @hotsaucereviews is one of our favorite Instagram accounts.  It features honest, detailed reviews of some really tasty sauces.  This set includes six of their favorite sauces, with a great mix of flavors and heat levels.  You get three fruity sauces and three not so fruity sauces.  You get both ends of the heat scale, from mellow heat (Porcus Infernum) to extreme heat (Painapple). This set is $54.95 with Free Shipping!  I have reviews of 4 out of the 6 sauces on my page and the other two I have tried and reviews are on their way!  All these sauces rock and would make a great gift for the spicy person in your life or for yourself! 🌶 Heat also offers a ton of other gift sets including others from other reviewers and bloggers!  Check it out!  #hotsauce #hotsauceinmybag #hotsauces #hotsauceoneverything #heat #heathotsauceshop #chilihead #chiliheads #peppersauce #chilisauce #spicyfood #ghostpepper #scorpionpepper #thaichili #carolinareaper #reaper #bacon #yearofthedog #pricklypear #pineapple #xtreme",,,,,,
80,,: Island Riot Inc. ," The habanero peppers kick this sauce up a notch and gives you a nice warm hard hitting burn on the tongue and roof of the mouth, but is not too hot to handle.  I would give this a 5.5/10 on heat.  ",": Vinegar, Water, Dried Chili Peppers, Onion, Carrot Juice, Sugar, Salt, Garlic, Habanero Peppers, Citric Acid, Spices, Xanthan Gum. ",https://www.instagram.com/p/BMziVIogkiA/,: Ta CaliEnte ,": A rather thick sauce, I had to hit the spoon a few times to get it out of the bottle, but it has a similar consistency to a steak sauce or thick BBQ sauce. I also dig the color. ", on Kickstarter: www.islandriot.com and be sure to back the project! ,": The first thing I smell is the dried chili peppers which give off a fantastic smokey smell, then you can pick up the onion and garlic along with some other spices.  You get a touch of sweetness of the Habanero pepper in the background but it is not strong.  I do not smell the vinegar which is nice. ",": Taco, Taco, Taco… As he suggests, this is a perfect taco sauce.  Right away you get hit with a smokey yet slightly sweet blend as the dried chili peppers and habanero peppers combining to create a flavor bomb in the mouth.  The Onion and Garlic mix well with the peppers to add a bit of a savory note to it.  The sugar compliments the habanero peppers to give more of a sweetness to the fruitiness of the pepper.  Even though vinegar is the first ingredient, I only get a slight hint of it.  This stuff rocks, and I enjoy it more than the other sauce I reviewed on my page so far.  This stuff would kill it on tacos, or any tex-mex dish, and I also feel like it would be great as a BBQ sauce as well, and used as a marinade on chicken or ribs.  I give this sauce a 9/10 on taste. ",9.0,10.0,5.5,10.0
81,,: Bold Badger ," This is a hot once, there is a whole lot of Scotch Bonnet peppers in here which are the same family as Habanero peppers so this one will give you a fast burn that lingers for a while in the mouth, tongue, and back of your throat.  I would give this a 7/10 on heat. ",": Scotch Bonnet Peppers, Water, Carrots, Garlic, Vinegar, Salt, Yogurt Whey. ",https://www.instagram.com/p/BMuUuFKgR9G/,: Bold Badger Habanero Sauce ,": A rather thick pour, but not exactly chunky.  You can see some chunks of the peppers and seeds in the sauce but it pours out thick and smooth.  I enjoy this consistency in a sauce. ",: www.boldbadgersauces.com ,": A very pepper forward sauce, almost instantly you can pick up the Scotch Bonnet peppers as they give off that tropical sweet fruity aroma, and then the only other thing I can pick up is the Garlic and a slight hint of vinegar. ",": This is a very pepper forward sauce which is great.  There is a whole lot of scotch bonnet peppers in here, and it gives you the opportunity to taste the pepper in this sauce.  The scotch bonnet is such an incredible tasting pepper because it gives off this super sweet fruity flavor with a hint of a floral flavor. I can pick up the carrots only slightly, but that’s okay because it helps build the body of the sauce.  The garlic takes place in the middle ground, and you can enjoy the taste of the garlic in the middle of the sauce experience and at the end after you swallow.  I do think a tad more garlic would be great, but not to the extent of overpowering the sauce.  The vinegar is perfect because it’s not overwhelming but is present. I would give this sauce an 8/10 as it is a truly great pepper forward scotch bonnet sauce, that would only need a few tweaks to become perfect.  This sauce, as stated would be great on everything especially white meats. ",8.0,10.0,7.0,10.0
82,,: Island Riot Inc. ," I reference the heat of this sauce similarly to Franks Xtra Hot sauce, as it will give you a nice refreshing burn on the tongue that lingers for a little but is totally enjoyable by everyone.  I would give Pele a 4.5/10 on heat. ",": Chili Pepper, Pineapple Juice, Onion, Brown Sugar, Distilled Vinegar, Salt, Citric Acid, Garlic, Xanthan Gum, Ginger. ",https://www.instagram.com/p/BMhcn_zAu0F/,: Pele ,: A runny sauce but has a touch of thickness to it from the Xanthan Gum which creates a silkier pour.  The color is beautiful and would make the food that it is applied too pop. , on Kickstarter: https://www.kickstarter.com/projects/islandriot/get-sauced-riot-style  and be sure to back the project! ,": A very interesting smell, like stated in the Kickstarter, this is a sriracha inspired sauce and you can get that sriracha vibe from the smell of the Chili Peppers that are used in the sauce, but then you get that Pineapple juice hitting dead center which conveys a sweet tropical vibe to the sauce.  I can also pick up the Onion and Garlic and the vinegar but the vinegar is not overpowering. ",": The first thing I taste is the pineapple juice which is not a terrible thing because almost instantly after you get hit with the chili pepper and it combines with the brown sugar and pineapple juice to create a sweet heat sauce that is not overly sweet.  This is a vinegar based sauce and the vinegar is present but it’s not overly vinegary, but it is there.  The Garlic and Onion stand in the background especially in the aftertaste, but for having such a simple ingredient list, this sauce delivers a fantastic table sauce that would go on pretty much anything besides maybe red meats.  I would give this sauce a strong 8.5/10 as I highly recommend it to be a great table sauce that will deliver a savory sauce with a touch of sweetness. ",8.5,10.0,4.5,10.0
83,,: Corine’s Cuisine , A tad hotter than Corine’s ,": Scotch Bonnet Peppers, Shallots, Water, Olive Oil, Apple Cider Vinegar, Garlic, Salt, Turmeric, Natural Vegetable Gum.  This product is All Natural. ",https://www.instagram.com/p/BMZqA5LgSAE/,: Sauce #10 Scotch Bonnet Hot Pepper Sauce ,": Simple and smooth pour with an ironically oily consistency due to the olive oil, you can see all the ingredients pop from the color of the sauce. ",: www.corinescuisine.com ,": The first thing I smell is a battle between the tropical citrusy Scotch Bonnet peppers and the Olive Oil, but then past that you can pick up the shallots, garlic and turmeric, the turmeric pops in the smell because of how pungent/mustardy the smell brings off, almost like a curry powder. ",": This is a unique sauce, because Olive oil is not typically found in hot sauce and the olive oil coats your mouth with the ingredients and creates a smooth finish.  The first thing I taste is the olive oil, but then almost instantly the Scotch Bonnets come into play creating that super sweet and citrusy flavor that also delivers an immediate burn.  The shallots and garlic help compliment the sauce as it adds an extra delivery and the Turmeric helps give the unique quality of the sauce, giving it a little bit of a mustard/curry powder vibe.  I enjoy this sauce a lot and would highly recommend it.  I would give this sauce a 9/10 on flavor as I feel it just needs a little something more, and a tad less olive oil, but still a fantastic sauce.  This would go great on any tropical or Caribbean dishes, especially glazed on shish kababs. ",9.0,10.0,,
84,,: Chiporro Sauce Co. ," I would say that this sauce is a medium level sauce, as it has some punch that kinda lurks in the background and creeps up on you, but nothing overbearing.  I would give this sauce a 4.5/10 on heat. ",": Rocoto peppers, Onions, Vinegar, Peppers, Tomato, Garlic, Salt, Spices, Herbs.  This sauce is Gluten Free. ",https://www.instagram.com/p/BMR4PqpAq3W/,: Rocoto Hot ,": A very thick and creamy sauce, but pours out smoothly, little to no chunks but you can vividly see all the ingredients mixed together to create this beautiful orange sauce. ",: http://www.chiporro.com/ ,": This sauce has such a basic ingredient list, yet has such a complicated and amazing scent to it!  The first thing you can smell are the Rocoto peppers as they give off that super distinct fruity and sweet aroma but then you get the sweetness of the tomato, onion and garlic coming into the forefront of the sauce as well.  The Rocoto pepper smell is not overbearing as it matches well with the onion, tomato and what I believe to be a bell pepper.  I do not smell the vinegar which is pleasant, and the spices and herbs are lurking in the background, possibly a basil or parsley. ",": This is a fantastic sauce; my mouth was watering before I even got a chance to taste it.  Straight away you get the Rocoto peppers giving off that earthy flavor with a hint of a fruitiness.  The tomato combines with this sauce well to add that extra thickness and body to the sauce.  The onion and garlic pair up well together with the tomato and Rocoto peppers.  The other pepper, spices, and herbs all come in the background and as you swallow the sauce you can taste the whole combination of the ingredients.  The vinegar is barely noticeable, and the thickness coats you’re mouth so smoothly.  I would give this sauce a 9.5/10. This would rock on any Italian foods, burgers, chicken nuggets, and for some reason fajitas. ",9.5,10.0,4.5,10.0
85,,: BurningSweets ," A mild habanero burn that shows and pops in this candy, it’s not hidden in the background, it collides at the same time as the lemon lime flavor. The habanero lurks for a while and you will feel the burn for a solid 5-10 minutes after finishing the candy. I would give this a 5/10 as I believe anyone could enjoy The Gentle.  ",,https://www.instagram.com/p/BMHvAI5AnpF/,: The Gentle: Habanero & Lemon Lime flavor Candy ,,: http://burningsweets.dk ,": Believe it or not, this candy has a smell to it.  You can smell a pepper like quality to it, and then a hint of the lemon lime. ",": After the initial taste of the mildest of the candies, I cannot wait to try the rest of their products.  This is a total chilihead candy and company, and I cannot wait for BurningSweets to arrive in the states.  This stuff is incredible.  You get that super sweet Lemon-Lime flavor that you get from most hard candies, but then you get a mild habanero pepper flavor and burn that lurks in the background.  You start off with a light tingle on the tongue, and then as you swallow you get hit with a gush of the spicy goodness.  The hard hitter is when you get to the center core of this candy, then you get pounded with a strong pepper flavor and burn.  This stuff gives you a good kick at the end. This is a big hard candy and you can suck on it for a while, but oh god the flavor is incredible.  I am always skeptical of mixing sweets and spice, but this company nailed it right on the head.  Imagine having a Warhead sour candy, but replacing it with actual good flavors, and spicy peppers.  It terms of flavor, I am going to give this flavor an 8.5/10, I am very intrigued and excited to try the other flavors that are MUCH hotter. ",8.5,10.0,5.0,10.0
86,"s. Smell: This smells fantastic, you can instantly smell the fresh tomato and then a sweetness from the sugar, reaper peppers, and molasses.  I also can pick up the garlic and onion along with some other spices.  All these flavors combine very well to give off an aromatic BBQ sauce that you would want to pour all over your food. ",: Cobra Chilli ," This is a reaper sauce, made with 5% content of fresh reapers which may not seem like a lot, but even a little bit of reaper will kick you around.  A chili head will be able to enjoy this sauce completely covered in their food, but to the average Joe, it’s going to hurt.  I would give this sauce a 7.5/10 for heat.  ",": Fresh Tomato, Sugar, Malt Vinegar, Fresh Carolina Reaper Chilli (5%), Garlic, Onion, Spices, Worcestershire Sauce, Molasses, Mustard Powder, Sea Salt, Citric Acid.  Contains barley & wheat.  All Natural sauce, No Artificial Preservatives, Flavors, or Colors. ",https://www.instagram.com/p/BMAL7megpAE/,: Carolina Reaper BBQ Sauce ,": A thick BBQ sauce, you can see the chunks of reaper, and the spices in the sauce, giving off a dark red tone. ",: www.heathotsauce.com ,": This smells fantastic, you can instantly smell the fresh tomato and then a sweetness from the sugar, reaper peppers, and molasses.  I also can pick up the garlic and onion along with some other spices.  All these flavors combine very well to give off an aromatic BBQ sauce that you would want to pour all over your food. ",": Oh, yum!  This stuff is killer in heat and flavor.  Right away you get this sweet fruity tomato flavor that is quickly pushed to the side by the sweetness of the reaper pepper, sugar and molasses.  The reaper is not super strong in flavor due to all the ingredients but is totally noticeable as you get that roasted sweetness flavor of the better.  As you swallow the sauce, you get the strong undertones of the Garlic and Onion along with the spices.  The Worcestershire sauce creates that final BBQ ingredient rounding out the sauce.  This is a superb spicy BBQ sauce and is perfect for a real Chili head.  I would give this sauce a 9.3/10 on flavor. This sauce would be fantastic on anything BBQ and grilled foods. ",9.3,10.0,7.5,10.0
87,,: Kaitaia Fire , A tad hotter than a typical grocery store hot sauce.  I would give it a 4/10 on heat.  ,": Capsicum Frutescens (55%), Water, Cider Vinegar, Food Acid, Salt, Vegetable Gum. Made in New Zealand and All Natural. ",https://www.instagram.com/p/BL9X66VAT6_/,: Kaitaia Fire Chili Pepper Sauce ,": Slightly thicker consistency over tabasco, I believe the vegetable gum was used as a thickener and gave it a silky and smooth pour. ",: www.kiwiimporter.com ,: This sauce smells like Tabasco except with a more pure and natural scent.  You can smell the chilies in the forefront and since they are Capsicum Frutescens they are in the exact same ballpark as Tabasco peppers.  They use Cider vinegar which gives off a smoother smell then normal distilled vinegar. ,": This is essentially an upgraded version of tabasco, which is not a bad thing because there is a fantastic execution of this sauce.  First off, this sauce is a tad bit hotter than your standard run of the mill tabasco sauce, with a chili content of 55% there is a good number of chilies in the sauce, and you can taste the peppers as they give off that tangy and fruity flavor you can expect from a Capsicum Frutescen chili.  You can tell that these peppers were barrel aged due to the flavor because the sauce did not have that volatile oil taste.  Next, you have the Cider vinegar which completely enhanced the flavor and gives the sauce a smoother and richer edge compared to distilled vinegar.  The vegetable gum thickens the sauce out and adds a richness to the sauce as it coats your mouth.  If you enjoy Tabasco sauce or Crystal hot sauce, then you would absolutely love this sauce.  I would give it a strong 7.5/10 on flavor, not because it is bad, it’s just a simple table pepper sauce.  This would rock on eggs, chicken, beef, and literally anything you would typically use hot sauce on. ",7.5,10.0,4.0,10.0
88,,,,,https://www.instagram.com/p/BL7Rm3DAD0R/,,,,,,,,,
