desc,mfc,names,price,url
"
An absolutely delicious Caribbean-style sauce made with Red Scotch Bonnet peppers, papaya, and mustard.
Heat Level: Medium
Ingredients: Papaya, Distilled Vinegar, Red Scotch Bonnet Peppers, Water, Salt, Dry Mustard, Turmeric, Onion Powder, Granulated Garlic, Chives
",Heartbreaking Dawns, Papa Boi    ,$ 5.99,https://heathotsauce.com/collections/all/products/papa-boi
"
CaJohn's Calavera Hot Sauce is a super spicy sauce made with Bhut Jolokia (Ghost) peppers and Moruga Scorpion peppers. If you're looking for a crazy hot sauce without extract, this is the sauce for you. 
Heat Level: Extra Hot
Ingredients: Bhut Jolokia Chiles, Moruga Scorpion Chiles, Cider Vinegar, Distilled Vinegar, Water, Tomato Paste, Lemon Juice, Black Pepper, Onion, Garlic, Vegetable Powders (pea, carrot, bell pepper), Salt, Chile Powder.
5 oz
",CaJohn's, Calavera    ,$ 9.99,https://heathotsauce.com/collections/all/products/calavera
"
This Private Reserve Sauce combines bourbon infused chipotle and smoked habanero peppers with delicious fruits and spices to create a smoky and sweet hot sauce that can be used as a dipping sauce, finishing sauce or even a bbq sauce. 
Heat Level: Medium
6.8 oz
 
",Hellfire Hot Sauce, The Chilimaster's Private Reserve    ,$ 8.99,https://heathotsauce.com/collections/all/products/the-chilimasters-private-reserve
"
A classic beef jerky made with Carolina Reapers and a sweet and savory teriyaki seasoning. 
﻿Heat Level: ﻿Extra Hot
﻿4 oz
",Mikey V's, Island Teriyaki Reaper Jerky    ,$ 8.99,https://heathotsauce.com/collections/all/products/island-teriyaki-reaper
"
A seriously spicy take on classic beef jerky made with Carolina Reapers the hottest pepper in the world. 
Heat Level: Extra Hot
4 oz
",Mikey V's, Cowboy Reaper Jerky    ,$ 8.99,https://heathotsauce.com/collections/all/products/cowboy-reaper-jerky
"
This winter seasonal immediately hits your palate with a rich and robust hit of Stout beer using Left Coast Brewery Voodoo Stout, before the thick earthy smokiness of chipotle takes over followed by a palatable, but noticeable, heat. 
﻿Heat Level: Medium
﻿5 oz
",Infinity Sauces, Jackalope Stout Beer Chipotle Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/jackalope-stout-beer-chipotle-sauce
"
This is a spiced up version of Infinity Sauces Voodoo Jackalope winter seasonal with a very quick hit of heat and a short burst of chipotle tones before the heat from the added Scorpion pepper starts to take over. Made with Left Coast Brewery Voodoo Stout. 
Heat Level: Extra Hot
5 oz
 
",Infinity Sauces, Dr. Jekyllope Stout Beer Chipotle Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/dr-jekyllope-stout-beer-chipotle-sauce
"
Our Stocking Stuffer Gift Set is the perfect gift for the spicy lover in your life. 

Ghost Pepper Salt & Vinegar Popcorn Seasoning
Do Not Eat This Chocolate-Ghost Pepper Chocolate
Mini Marie Sharp's Habanero Pepper Sauce

FREE SHIPPING
",Gift Sets, Stocking Stuffer Gift Set    ,$ 18.99,https://heathotsauce.com/collections/all/products/stocking-stuffer-gift-set
"
13 million Scoville Heat Units, these are the hottest drops available. Use with extreme caution.
Heat Level: EXTREME (13 Million SHU)
Ingredients: Capsaicin (not extract), alcohol, water, gold, ascorbic acid (Vit. C).
1/4 oz dropper bottle
 
",Texas Creek, Pure Evil 13 Million SHU    ,$ 89.99,https://heathotsauce.com/collections/all/products/pure-evil-13-million-shu
"
﻿A ""warm"" sauce with lots of smokey, green chile flavor, a pleasant tanginess, and just a touch of heat. 
﻿Heat Level: ﻿Mild
﻿Ingredients: Organic peppers, organic rice and cider vinegars, organic cane sugar, kosher salt, organic hardneck garlic.
6 oz
",Hot Winter, Hot Winter Poblano    ,$ 8.99,https://heathotsauce.com/collections/all/products/hot-winter-poblano
"
﻿Monroy's Original Hot Sauce is a tasty mango hot sauce that was made to compliment a wide variety of foods and drinks. 
Heat Level: Hot
Ingredients: Water, chili pepper, bell pepper, mango, distilled vinegar, orange juice concentrate, salt, lime juic concentrate, natural flavor, xanthan gum. Contains less than 0.1% each Sodium Benzaote and Potassium Sorbate (as preservatives).
5 oz
",Monroy's Hot Sauce, Monroy's Mango Habanero    ,$ 6.99,https://heathotsauce.com/collections/all/products/monroys-mango-habanero
"
﻿Culley’s Taco ‘n’ Burrito Sauce No. 6 is a deliciously spicy sauce that is perfect to add to any Mexican dish.
Heat Level: ﻿Hot
Ingredients: Habanero Chillies (19%), Tomato, Water, Onion, Papaya, Tomato Paste, Bell Pepper (5%), Lemon Juice, Cane Vinegar, Coriander, Celery, Garlic, Basil, Salt, Acidity Regulator (Citric Acid, Acetic Acid), Black Pepper.
﻿250 ml
",Culley's, Taco 'n' Burrito Sauce No. 6    ,$ 9.99,https://heathotsauce.com/collections/all/products/taco-n-burrito-sauce-no-6
"
Culley’s Taco ‘n’ Burrito Sauce is a delicious habanero sauce that's perfect to add to any Mexican dish.
Heat Level: Mild
﻿Ingredients: ﻿Water, Onion, Papaya, Bell Peppers (14.3%), Tomato Paste, Habanero Chillies (2%), Lemon Juice, Cane Vinegar, Coriander, Celery, Garlic, Basil, Salt, Citric Acid, Black Pepper, Acidity Regulator (Acetic Acid), Ascorbic Acid.
250 ml
",Culley's, Taco 'n' Burrito Sauce No. 1    ,$ 9.99,https://heathotsauce.com/collections/all/products/taco-n-burrito-sauce
"
This sauce uses citrus to balance the heat of the serrano and bridge the aromatic qualities of ginger and lemongrass. 
Heat Level: Medium
﻿Ingredients: ﻿Serrano Peppers, Tomatillos, Rice Vinegar, Sugar, Lime Juice, Garlic, Ginger Root, Lemongrass, Jacobsen Sea Salt.
8 oz
",Marshall's Haute Sauce, Serrano Ginger Lemongrass Hot Sauce    ,$ 9.99,https://heathotsauce.com/collections/all/products/serrano-ginger-lemongrass-hot-sauce
"
This sauce has a bold color and is smooth in texture and is modeled after bento sweet chili sauce, removing corn syrup and including local honey instead. Marshall's Haute Sauce only uses Bee Local Honey harvested in the Laurelhurst neighborhood of Portland, Oregon.
﻿Heat Level: Mild
﻿Ingredients: ﻿Tomatoes, Red Chili Peppers, Onion, Lime Juice, Rice Vinegar, Garlic, Sugar, Bee Local Honey, Jacobsen's Sea Salt.
﻿8 oz
",Marshall's Haute Sauce, Red Chili Lime    ,$ 9.99,https://heathotsauce.com/collections/all/products/red-chili-lime
"
This sauce is an exotic blend of hot and sweet. It brings strong notes of citrus and floral elements and uses home made mustard with fresh turmeric to give it a lively color.
Heat Level: Medium
﻿Ingredients: ﻿Tomatoes, distilled vinegar, onion, white balsamic vinegar, carrots, habanero chili peppers, brown sugar, garlic, water, cane sugar, Jacobsen sea salt, curry powder, mustard powder, garbanzo bean flour, turmeric, ground black pepper, paprika, onion powder.
﻿8 oz
",Marshall's Haute Sauce, Habanero Carrot Curry    ,$ 9.99,https://heathotsauce.com/collections/all/products/habanero-carrot-curry
"
Burns & McCoy Gold Seventy-Nine is a mild pepper sauce, with a hint of turmeric and mustard that will leave you wanting more. 
Heat Level: Mild
5 oz
",Burns & McCoy, Gold Seventy-Nine    ,$ 5.99,https://heathotsauce.com/collections/all/products/gold-seventy-nine
"
A delicious blend of applewood smoked habanero, red serrano, red jalapeno, red habanero, and orange habanero peppers, with some apple sauce and copious amounts of roasted garlic.
﻿Heat Level: ﻿Hot
﻿5 oz
",Burns & McCoy, Smoked Habanero Roasted Garlic    ,$ 5.99,https://heathotsauce.com/collections/all/products/smoked-habanero-roasted-garlic
"
This is a slightly sweet and slightly spicy mango habanero hot sauce. Perfect for drizzling over chicken, pork and fish. 
﻿Heat Level: ﻿Mild
﻿5 oz 
",Burns & McCoy, Burns & McCoy Mango Habanero    ,$ 5.99,https://heathotsauce.com/collections/all/products/burns-mccoy-mango-habanero
"
Exitium is the perfect pineapple ginger sauce made with fresh shallots, roasted garlic, and ginger. The flavor profile is rounded out with the sweetness of agave nectar and the citrus of organic orange peel. This balance seamlessly compliments the fatalii, yellow 7 pot, yellow bhuts, yellow moruga scorpion, and Carolina Reaper pepper blend. 
Heat Level: ﻿Extra Hot
5 oz
",Burns & McCoy, Exitium Pineapple Ginger    ,$ 8.50,https://heathotsauce.com/collections/all/products/exitium-pineapple-ginger
"
Exhorresco uses the 7-Pot Primo which is considered one of the hottest peppers in the world and is combined with the perfect blend of spices, agave, oak aged apple cider vinegar, black garlic and the almighty yuzu juice.
Heat Level: ﻿Extra Hot
5 oz
",Burns & McCoy, Exhorresco 7-Pot Primo    ,$ 9.49,https://heathotsauce.com/collections/all/products/exhorresco-7-pot-primo
"
Using a jalapeno, serrano, green habanero, cayenne, Carolina reaper, ghost and moruga pepper blend, this sauce is perfected with the balance of sweetness from tomatillos, toasted onion, and roasted garlic.
﻿Heat Level: ﻿Extra Hot
﻿5 oz
",Burns & McCoy, Excubiarum Salsa Verde    ,$ 8.50,https://heathotsauce.com/collections/all/products/excubiarum-salsa-verde-hot-sauce
"
Burns & McCoy White Lightening Hot Sauce is the perfect balance of white bhut jolokia (ghost pepper) peppers, combined with white grape juice, garlic, parsnips, and cauliflower to create something special.
Heat Level: Extra Hot
5 oz
",Burns & McCoy, White Lightning    ,$ 5.99,https://heathotsauce.com/collections/all/products/white-lightening
"
﻿﻿The hottest of Marshall's Haute Sauces, this Limited Edition Ghost Chili Apple has a lovely fall flavor profile. Local Honeycrisp apples are used to beat the heat and deliver a natural sweetness to round out the sauce.
Heat Level: ﻿Hot
Ingredients: ﻿Honeycrisp apples, tomatoes, rice vinegar, distilled vinegar, onion, lemon juice, garlic, Bhut Jolokia pepper, Jacobsen's sea salt, Hungarian paprika, cayenne pepper, annatto powder. 
﻿8 oz
",Marshall's Haute Sauce, Ghost Chili Apple    ,$ 9.99,https://heathotsauce.com/collections/all/products/ghost-chili-apple
"
This sauce evokes the holidays. The flavors begin with the tang of Oregon cranberries and fresh lime juice, followed by Red Jalapenos and finishing with cinnamon, clove, ginger, and star anise.
Heat Level: Medium
8 oz
",Marshall's Haute Sauce, Cranberry Red Jalapeno    ,$ 9.99,https://heathotsauce.com/collections/all/products/cranberry-red-jalapeno
"
A spicy, smoky blend with hints of cinnamon and clove. 
Heat Level: ﻿Hot
Ingredients: ﻿Tomatoes, onion, distilled vinegar, brown sugar, paprika (smoked and sweet), garlic, Jacobsen sea salt, white balsamic vinegar, molasses, bee local honey, carrots, habanero, chili pepper, ginger, curry powder, mustard powder, red chili pepper flakes, cayenne pepper, water, sugar, cloves, cinnamon, garbanzo bean flour, turmeric, ground pepper, onion powder. 
8 oz
",Marshall's Haute Sauce, Smoked Habanero Barbeque    ,$ 9.99,https://heathotsauce.com/collections/all/products/smoked-habanero-barbeque
"
Toad Sweat Key Lime Dessert Hot Sauce is a tasty concoction that combines fruity notes, cocoa and habaneros for the perfect sauce to drizzle over your favorite breakfast foods. 
Heat Level: Medium
Ingredients: Suagr, key lime juice, habanero peppers, cocoa and spices. 
5 oz
",Toad Sweat, Key Lime Dessert Hot Sauce    ,$ 4.99,https://heathotsauce.com/collections/all/products/key-lime-dessert-hot-sauce
"
A delicious tomato based sauce with ghost peppers. 
Heat Level: Hot
Ingredients: ﻿Peppers, water, tomato sauce, tomato paste, vinegar, sugar, onion powder, garlic powder and salt. 
5 oz
",Papa Lynn's, Hell In A Bottle    ,$ 5.50,https://heathotsauce.com/collections/all/products/hell-in-a-bottle-hot-sauce
"
﻿﻿This tasty Datil pepper hot sauce is carefully blended to knock you off your feet. A tasty blend of Datil peppers, carrot and mango. 
Heat Level: Medium
Ingredients: Carrot puree, distilled vinegar, mango juice concentrate, Datil peppers, salt, garlic, lime juice concentrate, sugar, spices, corn syrup.
5 oz
",Dat'l Do-It, Devil Drops Datil Sauce    ,$ 4.99,https://heathotsauce.com/collections/all/products/devil-drops-datil-sauce
"
﻿﻿A fiery blend of pure reaper powder. 
Heat Level: Extra Hot
Ingredients: Reaper Pepper
.75 oz
",Volcanic Peppers, Volcano Dust Reaper Powder    ,$ 14.99,https://heathotsauce.com/collections/all/products/volcano-dust-reaper-powder
"
﻿﻿A fiery blend of pure smoked reaper powder. 
Heat Level: Extra Hot
Ingredients: Smoked Reaper Pepper
.75 oz
",Volcanic Peppers, Volcano Dust Smoked Reaper Powder    ,$ 14.99,https://heathotsauce.com/collections/all/products/volcano-dust-smoked-reaper-powder
"
Scott's Scorchin' Ghost Pepper Hot Sauce is a delicious sauce that contains ghost peppers, sweet red peppers, fresh onions and garlic. 
Heat Level: Extra Hot
Ingredients: ﻿Tomato, vinegar, bhut jolokia (ghost pepper), sweet red chile peppers, onion, white wine, garlic, lime juice, sugar, salt and spices. 
5 oz
",Volcanic Peppers, Scott's Scorchin' Ghost Pepper    ,$ 9.99,https://heathotsauce.com/collections/all/products/scotts-scorchin-ghost-pepper
"
Jamaican Holiday Garlic and Scotch Bonnet Pepper Sauce is a limited edition sauce that will liven up any holiday meal. This sauce is full of yellow scotch bonnet peppers and fresh garlic. 
Heat Level: Medium
Ingredients: ﻿Scotch bonnet peppers, garlic, vinegar, salt, Vitamin C and xanthan gum. 
5 oz
",Volcanic Peppers, Jamaican Holiday Garlic & Scotch Bonnet    ,$ 6.99,https://heathotsauce.com/collections/all/products/jamaican-holiday-garlic-scotch-bonnet
"
Cranky Cranberry Cherry Bomb Pepper Sauce is a limited edition sauce that will liven up any holiday meal. This sauce is full of cherry bomb and Anaheim peppers with whole cranberries. 
Heat Level: Mild
Ingredients: Peppers (cherry bomb, red Anaheim, red habanero), whole cranberries, vinegar, sugar, vitamin C and xanthan gum. 
5 oz
",Volcanic Peppers, Cranky Cranberry Cherry Bomb    ,$ 6.95,https://heathotsauce.com/collections/all/products/cranky-cranberry-cherry-bomb
"
Lava Chocolate Lightning is a hot sauce made from chocolate habanero mash infused with a custom blend of Volcanic Pepper Dust. The blend of powders includes: smoked habanero, bhut jolokia and moruga scorpions. 
Heat Level: Extra Hot
Ingredients: White vinegar (distilled), chocolate habanero chiles, garlic, chile pepper powder (smoked habanero, bhut jolokia, morgua scorpion), sugar, salt, xanthan gum and lemon extract. 
5 oz
",Volcanic Peppers, Lava Chocolate Lightning    ,$ 9.99,https://heathotsauce.com/collections/all/products/lava-chocolate-lightning
"
Autumn Blaze Seasonal Hot Sauce is a tasty mash up of sweet, savory and smoky flavors. This sauce pairs well with almost everything, especially breakfast foods.
Heat Level: Medium
Ingredients: Smoked Red Jalapenos, Apple Cider Vinegar, Honey, Pumpkin, Salt, Xanthan Gum. 
5 oz
",Volcanic Peppers, Autumn Blaze Honey Pumpkin Chipotle    ,$ 6.99,https://heathotsauce.com/collections/all/products/autumn-blaze-honey-pumpkin-chipotle
"
Sweet Heat is the perfect accompaniment for seafood, chicken and grilled meats. A unique spin on a “traditional” Verde sauce, Southwest Sweet Heat will start sweet and then kick you in the taste buds.
Heat Level: Mild
﻿Ingredients: ﻿Chile peppers (jalapeno peppers, poblano peppers, habanero peppers) water, distilled vinegar, white onion, cane sugar, kosher salt, garlic, natural smoke flavor, xanthan gum. 
﻿5 oz
",Crazy Good Specialty Foods, Sweet Heat    ,$ 6.50,https://heathotsauce.com/collections/all/products/sweet-heat
"
Shabam! is a cider vinegar table sauce packed with red jalapenos and garlic. Shabam! was designed for foods of the Mid-South such as BBQ chicken, catfish and corn bread. 
Heat Level: Mild
﻿Ingredients: ﻿Chile peppers (roasted red peppers, red jalapeno peppers) water, apple cider vinegar, garlic, citric acid, xanthan gum. 
﻿5 oz
",Crazy Good Specialty Foods, Shabam!    ,$ 6.50,https://heathotsauce.com/collections/all/products/shabam
"
Designed to bring the garlicy sweetness of traditional Sriracha sauce but with a more aggressive level of heat. Great with Eggs, Wings, Dips, Soups Stir Fry, Spring rolls, BBQ and any recipe calling for Sriracha sauce.
Heat Level: Hot
﻿Ingredients: ﻿Chile peppers (red jalapeno peppers, red serrano peppers, New Mexican red chile, moruga scorpion pepper) water, distilled vinegar, cane sugar, garlic, xanthan gum. 
﻿5 oz
",Crazy Good Specialty Foods, RI RA Rooster Sauce    ,$ 6.50,https://heathotsauce.com/collections/all/products/ri-ra-rooster-sauce
"
Fruits of Fire is a celebration of flavor, heat and the southwest. Prickly pears, blackberries, and ghost peppers combine with cumin, lime and a high level of heat to give your food some attitude.
Heat Level: Extra Hot
﻿﻿Ingredients: ﻿Prickly pear juice, blackberries, white vinegar, lime juice, ghost peppers, garlic, kosher salt, cane sugar, cumin, xanthan gum. 
﻿5 oz
",Crazy Good Specialty Foods, Fruits of Fire    ,$ 9.99,https://heathotsauce.com/collections/all/products/fruits-of-fire
"
A gourmet sauce made for adventurous cooks that combines ghost peppers, cocoa and cherries to create a distinctive sauce while maintaining an aggressive level of heat.
Heat Level: Extra Hot
﻿Ingredients: ﻿Water, distilled vinegar, sweet cherries, Jolokia peppers, orange juice, cocoa powder, ginger, xanthan gum. 
﻿5 oz
",Crazy Good Specialty Foods, Chaos Theory    ,$ 6.50,https://heathotsauce.com/collections/all/products/chaos-theory-ghost-pepper-sauce
"
Sweet sauce with a little Habanero bite. Excellent for Hors d'oeuveres, on crackers, nachos, and on meats and fish. Try it on salads in place of dressings.
Heat Level: Mild
Ingredients: ﻿Choice fresh red habanero pepper pieces, onions, garlic, cilantro, sugar, vinegar, lime juice, and pectin.
5 oz
",Marie Sharp's, Sweet Habanero Pepper Sauce    ,$ 3.99,https://heathotsauce.com/collections/all/products/sweet-habanero-pepper-sauce
"
Swamp Gator is a zesty hot sauce that's similar to the original Gator Hammock but with a lot more heat.
Heat Level: Hot
Ingredients: Aged Cayenne Peppers, Vinegar, Fresh Habanero, Jalapeno and Hammock Peppers, Garlic, Salt, and other Spices.
5 oz
",Gator Hammock, Swamp Gator    ,$ 6.85,https://heathotsauce.com/collections/all/products/swamp-gator
"
Melinda’s Jalapeno is a mild hot sauce with a robust flavor that captures the true essence of the Jalapeno pepper.
Heat Level: Mild
Ingredients: Jalapeno peppers, salt, vinegar, xanthan gum, and additives FD&C blue #1 and yellow #5.
5 oz
",Melinda's, Melinda's Jalapeno    ,$ 4.25,https://heathotsauce.com/collections/all/products/melindas-jalapeno
"
The Ghost Pepper or Bhut Jolokia is one of the hottest peppers on the planet. Melinda’s takes this super hot pepper and blends it with fresh all-natural fruits and vegetables to make a pepper sauce that is as delicious as it is hot.
﻿Heat Level: ﻿Extra Hot
﻿Ingredients: ﻿Naga Jolokia Peppers, Carrots, Papayas, Lime Juice, Vinegar, Onions, Passion Fruit, Citric Acid, Garlic, Salt, Xanthan Gum.
﻿5 oz
",Melinda's, Melinda's Ghost Pepper    ,$ 7.99,https://heathotsauce.com/collections/all/products/melindas-ghost-pepper
"
The hot version of Scotty O'Hotty's Beer Bacon Chipotle Sauce. This version is just as savory and smoky as the original but with a jolt of heat from Scorpion peppers. Try this delicious sauce on anything from burgers & brats to chili & pasta.
Heat Level: Extra Hot
Ingredients: Vine-Ripened Tomatoes, Beer, Vidalia Onions, Scorpion Peppers, Roasted Bell Peppers, Vinegar, Tomato Sauce, Chipotle Peppers, Poblano Peppers, MI Red Apples, Roasted Jalapeños, Hungarian Peppers, Garlic, Soy Sauce, Habanero Peppers, Real Bacon, Natural Bacon Flavoring, Horseradish, Olive Oil, Smoked Sea Salt, Curry Powder, Peppercorn, Assorted Spices.
5 oz
",Scotty O'Hotty, Beer Bacon Chipotle w/ Scorpion Peppers    ,$ 7.50,https://heathotsauce.com/collections/all/products/beer-bacon-chipotle-w-scorpion-peppers
"
Made with 4 million Scoville unit pepper extract, this sauce should only be used with extreme caution!  An award winning extract sauce that definitely brings fire to the delightful flavor.
Heat Level: Extreme
﻿Ingredients: ﻿Vinegar, Habanero Peppers, Pepper Extract, Tomatoes, Mustard, Papaya, Guava, Pineapple, Banana, Water, Sugar, Passion Fruit Juice, Guava Juice. 
﻿Note: This sauce contains pepper extract. 
﻿5 oz
",CaJohn's, Z Nothing Beyond    ,$ 10.99,https://heathotsauce.com/collections/all/products/z-nothing-beyond
"
This hot and flavorful sauces uses the Red Savina pepper which packs a punch twice as hot as regular habanero and 65 times as hot as jalapeño pepper. 
﻿Heat Level: ﻿Hot
﻿Ingredients: ﻿Red Savina peppers, hand-selected choice Red Habanero peppers, fresh carrots, onions, lime juice, vinegar, garlic and salt. 
﻿5 oz
",Melinda's, Melinda's Red Savina    ,$ 4.99,https://heathotsauce.com/collections/all/products/melindas-red-savina
"
This taco-style Oaxacan hot sauce is a cumin, chile pepper-centric sauce with great flavor. 
Heat Level: Medium
Ingredients: Vinegar, Chile Peppers, Brown Sugar, Garlic, Salt, Onion, and Cumin.
5 oz
",CaJohn's, CaJohn's Oaxacan    ,$ 6.99,https://heathotsauce.com/collections/all/products/cajohns-oaxacan
"
Peri-Peri sauce is made with African Bird’s Eye Chiles and a blend of ingredients including sun-ripened lemons, onion, garlic and spices. 
Heat Level: Medium 
﻿﻿Ingredients: ﻿Water, vinegar, salt, spices (African Bird's Eye Chili, Cayenne pepper, paprika), lemon (5%), green chili, onion (3%), sunflower seed oil, stabilizers (xanthan gum, propylene, glycol alginate), preservative (ascorbic acid), rosemary extract, garlic. 
﻿4.7 oz﻿
 
",Nando's, Nando's Extra Hot Peri-Peri    ,$ 4.99,https://heathotsauce.com/collections/all/products/nandos-extra-hot-peri-peri
"
This sauce uses the amazing flavor of the ghost pepper while taming down its heat. Mixed with savory guajillo chilies and select spices, this vinegar sauce pairs perfectly with Mexican food, chili, and BBQ.
﻿Heat Level: Mild
﻿Ingredients: ﻿Water, vinegar, guajillo peppers, salt, cumin, ghost peppers, and oregano. 
﻿5 oz
",Fat Cat, Surprisingly Mild Guajillo Ghost    ,$ 5.99,https://heathotsauce.com/collections/all/products/surprisingly-mild-guajillo-ghost
"
A portion of bottle sales helps to fund research and education at The Chile Pepper Institute where spiciness is a religion.  The chile heat in this sauce comes from Bhut Jolokia peppers, measured at 1 million Scoville Heat Units.
Heat Level: Extra Hot
Ingredients: Vinegar, Bhut Jolokia Chiles, Sugar, Salt, Granulated Garlic, Lemon Extract and Xanthan Gum (natural thickener).
5 oz
",CaJohn's, Holy Jolokia    ,$ 9.99,https://heathotsauce.com/collections/all/products/holy-jolokia
"
This award winning sauce combines guajillo chiles, habanero peppers, garlic, cumin and lime juice to create a well balanced, vinegary sauce. 
Heat Level: Medium
﻿Ingredients: ﻿Distilled White Vinegar, Red Bell Pepper, Guajillo Pepper, Habanero Pepper, Garlic, Salt, Onion Powder, Cumin, & Lime Juice.
﻿5 oz
 
",Born to Hula, Habanero Guajillo    ,$ 6.99,https://heathotsauce.com/collections/all/products/habanero-guajillo
"
This sauce combines peaches and ghost peppers without being overwhelmingly sweet. The pure flavor of the ghost pepper comes through and packs quite a punch.
Heat Level: Extra Hot
Ingredients: Peaches (in syrup: peaches, water, sugar), vinegar, Ghost Pepper (aka Bhut Jolokia), salt, spices. 
5 oz
",Infinity Sauces, Ghost Fuck Yourself    ,$ 9.99,https://heathotsauce.com/collections/all/products/ghost-fuck-yourself
"
This multi-award winning sauce features a special blend of hot and super hot peppers, fruit and honey to create a fantastic balance of sweet and heat.
Heat Level: Extra Hot
﻿﻿Ingredients: ﻿Blueberries, Blackberries, Bhut Jolokia Peppers, Red Jalapeño Peppers, Trinidad Scorpion Peppers, Grape Juice, Jolokia Peppers, Red Serrano Peppers, Red 7 Pot Peppers, Raspberries, Sugar, Pears, Red Wine Vinegar, Honey, Garlic, Papaya, Orange Habanero Peppers, Sea Salt & Lemon Juice.
﻿5 oz
",Hellfire Hot Sauce, Blueberry Hell    ,$ 9.50,https://heathotsauce.com/collections/all/products/blueberry-hell
"
A sweet and spicy blend of rich black cherries and fiery Carolina Reapers.  
Heat Level: Extra Hot
Ingredients: Sugar, Black Cherries, White Wine Vinegar, Reaper Peppers, Agave Syrup, Pectin, Water, Distilled Vinegar, Salt. 
5 oz
",Sam & Oliver, Blackheart Cherry Reaper Sauce    ,$ 7.64,https://heathotsauce.com/collections/all/products/blackheart-cherry-reaper-sauce
"
A light citrusy fruit based sauce featuring mango and a hint of banana, along with a moderate heat from orange habaneros.
Heat Level: Medium
Ingredients: Mango, Water, Orange Habanero, Jalapeno, Carrots, Apple Juice, Apple Cider Vinegar, Organic Agave Nectar, Red Bell Peppers, Banana, Lime Juice, Cayenne Pepper Powder, Sea Salt, Ground Cinnamon.
5 oz
",Angry Goat Pepper Co., Yellow Flamingo Hot Sauce    ,$ 6.49,https://heathotsauce.com/collections/all/products/yellow-flamingo-hot-sauce
"
A taco-style sauce made with superhot peppers, cumin, and smoked maple syrup. 
Heat Level: Extra Hot
Ingredients: Chile Pepper Blend (chocolate habanero, moruga scorpion, red bhut jolokia, dried New Mexican red chiles), Cider Vinegar, Water, Lime Juice, Lemon Juice, Smoked Vermont Maple Syrup, Granulated Garlic, Sea Salt, Smoked Paprika, Cumin.
5 oz
",Angry Goat Pepper Co., Sweaty Beaver Hot Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/sweaty-beaver-hot-sauce
"
A superhot blend of yellow peppers (Jay's Peach, Scotch Bonnets, Yellow Ghost), Lime Juice, and Peaches, for a superhot and tasty sauce.
Heat Level: Extra Hot
Ingredients: Jay's Peach Ghost Scorpion Peppers, Lime Juice, Jamaican Scotch Bonnet Peppers, Habanero Peppers, Apple Cider Vinegar, Peaches, Agave Nectar, Water, Yellow Bell Peppers, Lemon Drop Peppers, Yellow Bhut Jolokia, Sea Salt.
5 oz
",Angry Goat Pepper Co., Hot Cock Hot Sauce    ,$ 8.99,https://heathotsauce.com/collections/all/products/hot-cock-hot-sauce
"
This sauce combines citrus, rum, ginger, cloves, and ghost peppers, in an ode to two cocktails from the island of Bermuda: the Rum Swizzle and the Dark n' Stormy.
Heat Level: Hot
Ingredients: Pineapple, Orange Juice, Orange Habanero, Gosling's Black Seal Rum, Red Bell Peppers, Pure Cane Sugar, Bhut Jolokia, Pomegranate Juice, Fresh Ginger, Lime Juice, Sea Salt, Ground Cloves.
5 oz
",Angry Goat Pepper Co., Dark Swizzle Hot Sauce    ,$ 6.49,https://heathotsauce.com/collections/all/products/dark-swizzle-hot-sauce
"
A seriously delicious sauce made with fire-roasted habanero peppers and maple syrup (while maintaining a savory, not super sweet profile). 
Heat Level: Hot
Ingredients: Fire Roasted Orange Habanero Peppers, Red Bell Peppers, Apple Juice, Apple Cider Vinegar, Water, Fire Roasted Poblano Peppers, Pure Vermont Maple Syrup, Bhut Jolokia Peppers, Olive Oil, Dried New Mexican Chiles, Fresh Ginger, Lime Juice, Gluten-Free Soy Sauce (water, soy beans, rice, salt), Granulated Garlic, Smoked Habanero Powder, Sea Salt.
5 oz
",Angry Goat Pepper Co., Sacrafice Fire-Roasted Habanero Sauce    ,$ 6.49,https://heathotsauce.com/collections/all/products/sacrafice-fire-roasted-habanero-sauce
"
Infinity Chipotle is a small batch sauce that has a rich smokey flavor with a bit of sweetness from peaches. This is an exceptionally versatile sauce, and it always gets high marks on our hot sauce tasting bar.
Heat Level: Mild
Ingredients: Vinegar, Peaches, Sugar, Chipotles in Adobo, Molasses, Mustard (mustard seed, water), Spices, Salt.
5 oz
",Infinity Sauces, Infinity Double Chipotle    ,$ 6.99,https://heathotsauce.com/collections/all/products/infinity-double-chipotle
"
A unique creamy sauce with a unique coconut flavor and a relatively mellow kick for a ghost pepper sauce.
Heat Level: Medium
Ingredients: Organic onions, organic garlic, coconut milk powder (coconut milk, tapioca syrup, plant esters). Water, chili peppers, organic ginger powder, organic paprika powder, Himalayan salt, organic cayenne pepper, organic white pepper, organic oregano powder, organic cumin, organic mustard.
3.38 oz
",Frankie V's, Creamy Ghost    ,$ 4.99,https://heathotsauce.com/collections/all/products/creamy-ghost
